player,season,total_total_yellow_cards,total_total_red_cards,total_goals,total_shots
divock origi,2013,0.0,0.0,1,9
divock origi,2014,4.0,0.0,5,76
divock origi,2015,0.0,0.0,8,132
divock origi,2016,0.0,0.0,5,57
divock origi,2017,0.0,0.0,4,54
djamel bakar,2012,8.0,0.0,3,100
djamel bakar,2013,4.0,6.0,5,140
djamel bakar,2014,4.0,6.0,1,28
djamel bakar,2015,0.0,0.0,1,12
djamel bakar,2016,0.0,0.0,0,9
djamel mesbah,2012,16.0,0.0,1,73
djamel mesbah,2013,4.0,0.0,0,22
djamel mesbah,2014,24.0,0.0,2,90
djamel mesbah,2015,8.0,0.0,0,58
djamel mesbah,2016,8.0,0.0,0,26
djamel mesbah,2017,4.0,0.0,0,15
dodi lukebakio,2017,0.0,0.0,0,5
domenico berardi,2014,40.0,6.0,16,251
domenico berardi,2015,52.0,6.0,15,277
domenico berardi,2016,40.0,6.0,7,225
domenico berardi,2017,8.0,0.0,2,41
domenico maietta,2014,16.0,0.0,0,53
domenico maietta,2016,16.0,0.0,0,45
domenico maietta,2017,8.0,0.0,0,27
domi kumbela,2014,16.0,0.0,9,174
dominic maroh,2012,8.0,0.0,1,54
dominic maroh,2015,8.0,0.0,1,57
dominic maroh,2016,28.0,0.0,2,80
dominic maroh,2017,4.0,0.0,0,5
dominik furman,2014,4.0,0.0,0,8
dominik kaiser,2012,4.0,0.0,0,24
dominik kaiser,2017,4.0,0.0,1,40
dominik kohr,2012,0.0,0.0,0,2
dominik kohr,2013,0.0,0.0,0,2
dominik kohr,2014,12.0,0.0,0,27
dominik kohr,2015,40.0,0.0,1,89
dominik kohr,2016,44.0,0.0,0,150
dominik kohr,2017,20.0,0.0,0,69
dominique heintz,2016,12.0,0.0,2,77
dominique heintz,2017,16.0,0.0,0,43
dominique malonga,2012,0.0,0.0,0,49
don cowie,2014,4.0,0.0,0,22
donald love,2016,0.0,0.0,0,1
donald love,2017,4.0,0.0,0,17
donis avdijaj,2017,0.0,0.0,1,7
dorian caddy,2016,0.0,0.0,0,13
douglas,2015,12.0,0.0,0,15
douglas,2016,0.0,0.0,0,3
douglas,2017,24.0,0.0,3,84
douglas costa,2016,4.0,0.0,4,124
douglas costa,2017,4.0,0.0,3,39
douglas santos,2014,0.0,0.0,0,6
douglas santos,2017,12.0,0.0,0,39
dries mertens,2014,16.0,0.0,11,167
dries mertens,2015,16.0,6.0,6,137
dries mertens,2016,28.0,0.0,5,129
dries mertens,2017,24.0,0.0,12,138
duda,2012,20.0,0.0,0,74
duda,2013,24.0,0.0,0,46
duda,2014,40.0,12.0,2,121
duda,2015,16.0,6.0,1,48
duda,2016,20.0,0.0,1,94
duda,2017,8.0,0.0,1,22
duncan watmore,2016,0.0,0.0,3,40
duncan watmore,2017,4.0,0.0,0,54
dwight gayle,2014,8.0,0.0,6,34
dwight gayle,2015,4.0,0.0,5,77
dwight gayle,2016,12.0,0.0,3,80
dylan bahamboula,2017,0.0,0.0,1,26
dylan gissi,2015,4.0,0.0,0,5
eddy,2015,4.0,0.0,0,9
eddy,2016,8.0,0.0,0,19
eden hazard,2012,8.0,0.0,20,288
eden hazard,2014,4.0,0.0,14,150
eden hazard,2015,8.0,0.0,14,208
eden hazard,2016,12.0,0.0,5,141
eden hazard,2017,8.0,0.0,9,128
eder,2012,8.0,0.0,2,65
eder,2013,20.0,0.0,7,201
eder,2014,36.0,0.0,12,219
eder,2015,20.0,0.0,9,210
eder,2016,16.0,0.0,18,295
eder,2017,12.0,0.0,6,184
ederson,2012,0.0,0.0,2,58
edgar barreto,2012,20.0,0.0,1,126
edgar barreto,2013,40.0,0.0,0,145
edgar barreto,2015,24.0,0.0,2,98
edgar barreto,2016,12.0,0.0,0,79
edgar barreto,2017,12.0,6.0,2,84
edgar prib,2013,16.0,0.0,3,159
edgar prib,2014,12.0,0.0,1,71
edgar prib,2015,16.0,0.0,1,61
edgar prib,2016,12.0,0.0,0,86
edimilson fernandes,2017,8.0,0.0,0,25
edinson cavani,2012,12.0,0.0,20,196
edinson cavani,2013,32.0,0.0,29,275
edinson cavani,2014,8.0,0.0,16,177
edinson cavani,2015,16.0,0.0,18,214
edinson cavani,2016,8.0,0.0,18,173
edinson cavani,2017,12.0,0.0,20,125
edoardo goldaniga,2016,20.0,0.0,2,60
edoardo goldaniga,2017,32.0,0.0,2,52
edouard butin,2012,12.0,0.0,6,96
edouard butin,2013,0.0,0.0,1,19
edouard butin,2014,0.0,0.0,2,17
edson braafheid,2012,0.0,0.0,1,80
edson braafheid,2015,4.0,0.0,1,53
edson braafheid,2016,0.0,0.0,0,16
edu albacar,2014,16.0,0.0,3,59
edu albacar,2015,24.0,0.0,3,60
edu bedia,2012,8.0,0.0,0,40
edu oriol,2012,4.0,0.0,2,48
edu oriol,2013,4.0,0.0,0,35
edu ramos,2014,0.0,0.0,0,1
eduardo,2014,0.0,0.0,9,120
eduardo salvio,2012,28.0,0.0,3,128
eduardo vargas,2012,0.0,0.0,0,8
eduardo vargas,2013,12.0,0.0,0,17
eduardo vargas,2014,12.0,0.0,3,78
eduardo vargas,2015,4.0,0.0,4,73
eduardo vargas,2016,4.0,0.0,2,96
eduardo vargas,2017,4.0,0.0,0,8
eliaquim mangala,2015,20.0,0.0,1,74
eliaquim mangala,2016,32.0,0.0,1,78
eliaquim mangala,2017,20.0,0.0,0,41
elias kachunga,2015,12.0,0.0,6,181
elias kachunga,2016,0.0,0.0,0,25
eliseu,2012,12.0,6.0,2,93
eliseu,2013,8.0,6.0,1,119
eliseu,2014,36.0,0.0,2,110
eljero elia,2012,0.0,0.0,0,11
eljero elia,2013,0.0,0.0,0,98
eljero elia,2014,16.0,0.0,4,152
eljero elia,2015,12.0,0.0,2,87
elkin soto,2012,8.0,0.0,1,109
elkin soto,2013,12.0,0.0,1,81
elkin soto,2014,8.0,6.0,1,69
elkin soto,2015,12.0,0.0,3,28
elliott bennett,2014,0.0,0.0,0,2
ellyes skhiri,2015,0.0,0.0,0,2
ellyes skhiri,2016,4.0,0.0,2,23
ellyes skhiri,2017,4.0,0.0,2,65
elseid hysaj,2015,16.0,0.0,0,79
elseid hysaj,2016,20.0,0.0,0,111
elseid hysaj,2017,16.0,0.0,1,51
elustondo,2016,4.0,0.0,1,15
elustondo,2017,0.0,0.0,0,1
emanuel mammana,2017,4.0,0.0,0,18
emanuel pogatetz,2012,12.0,0.0,1,103
emanuel pogatetz,2013,4.0,0.0,1,26
emanuel pogatetz,2014,28.0,0.0,1,71
emanuele giaccherini,2012,12.0,0.0,1,64
emanuele giaccherini,2013,4.0,0.0,3,69
emanuele giaccherini,2014,12.0,0.0,2,57
emanuele giaccherini,2015,8.0,0.0,0,21
emanuele giaccherini,2016,24.0,0.0,7,110
emanuele giaccherini,2017,0.0,0.0,0,8
emanuele suagher,2016,28.0,0.0,0,37
emanuele terranova,2014,0.0,0.0,0,7
emanuele terranova,2015,0.0,0.0,0,12
emanuele terranova,2016,4.0,0.0,0,7
emanuele terranova,2017,0.0,0.0,0,7
emerson,2014,36.0,0.0,2,173
emerson,2015,0.0,0.0,0,11
emerson,2016,4.0,0.0,0,10
emerson,2017,4.0,0.0,0,38
emil forsberg,2017,4.0,6.0,5,71
emil krafth,2016,0.0,0.0,0,2
emil krafth,2017,4.0,6.0,0,27
emiliano armenteros,2012,8.0,0.0,2,77
emiliano armenteros,2013,44.0,6.0,3,210
emiliano armenteros,2014,20.0,0.0,4,125
emiliano martinez,2015,0.0,0.0,0,2
emiliano moretti,2012,36.0,6.0,1,92
emiliano moretti,2013,36.0,0.0,0,98
emiliano moretti,2014,16.0,0.0,1,97
emiliano moretti,2015,44.0,0.0,2,119
emiliano moretti,2016,16.0,0.0,1,100
emiliano moretti,2017,12.0,0.0,0,27
emiliano sala,2015,8.0,0.0,6,97
emiliano sala,2016,12.0,0.0,6,173
emiliano sala,2017,12.0,0.0,5,124
emiliano viviano,2012,4.0,0.0,0,19
emiliano viviano,2013,4.0,0.0,0,20
emiliano viviano,2015,12.0,0.0,0,21
emiliano viviano,2016,8.0,0.0,0,39
emiliano viviano,2017,12.0,0.0,0,7
emmanuel adebayor,2014,0.0,0.0,11,113
emmanuel adebayor,2015,4.0,0.0,2,47
emmanuel adebayor,2016,4.0,0.0,1,36
emmanuel badu,2012,4.0,0.0,0,7
emmanuel badu,2013,8.0,0.0,0,83
emmanuel badu,2014,20.0,0.0,5,104
emmanuel badu,2015,20.0,6.0,1,84
emmanuel badu,2016,20.0,0.0,4,153
emmanuel badu,2017,4.0,0.0,0,41
emmanuel cascione,2013,24.0,0.0,2,118
emmanuel cascione,2015,32.0,0.0,2,119
emmanuel emenike,2016,0.0,0.0,0,30
emmanuel imorou,2015,12.0,0.0,1,72
emmanuel imorou,2016,4.0,6.0,1,46
emmanuel imorou,2017,0.0,0.0,0,19
emre can,2013,4.0,0.0,1,16
emre can,2014,36.0,0.0,3,131
emre can,2015,16.0,0.0,1,82
emre can,2016,36.0,0.0,1,113
emre can,2017,12.0,0.0,3,66
emre mor,2017,0.0,6.0,1,27
enner valencia,2015,8.0,0.0,4,185
enner valencia,2016,4.0,0.0,4,74
enner valencia,2017,0.0,0.0,1,49
enock kwateng,2016,0.0,0.0,0,2
enock kwateng,2017,8.0,0.0,0,15
enzo crivelli,2014,0.0,0.0,0,3
enzo crivelli,2015,4.0,0.0,1,23
enzo crivelli,2016,28.0,6.0,3,97
enzo crivelli,2017,16.0,0.0,6,93
enzo roco,2015,20.0,0.0,1,110
enzo roco,2016,32.0,0.0,2,74
eraso,2016,8.0,0.0,2,39
eraso,2017,8.0,0.0,0,19
eren derdiyok,2012,12.0,0.0,7,99
eren derdiyok,2013,4.0,0.0,1,62
eren derdiyok,2014,8.0,0.0,1,48
eric bailly,2015,24.0,0.0,0,41
eric bailly,2016,44.0,0.0,0,91
eric bailly,2017,12.0,0.0,0,30
eric dier,2015,16.0,0.0,2,76
eric dier,2016,40.0,0.0,3,128
eric dier,2017,12.0,0.0,0,41
erick pulgar,2016,8.0,0.0,0,29
erick pulgar,2017,16.0,0.0,1,32
erik durm,2014,0.0,0.0,0,39
erik durm,2015,8.0,0.0,1,58
erik durm,2016,8.0,0.0,1,40
erik durm,2017,0.0,0.0,0,9
erik friberg,2014,8.0,0.0,0,19
erik lamela,2012,4.0,0.0,4,142
erik lamela,2013,28.0,0.0,15,233
erik lamela,2014,4.0,0.0,0,19
erik lamela,2015,24.0,0.0,2,140
erik lamela,2016,36.0,0.0,5,178
erik lamela,2017,4.0,0.0,1,43
erik pieters,2014,16.0,0.0,1,119
erik pieters,2015,32.0,0.0,0,130
erik pieters,2016,40.0,0.0,0,159
erik pieters,2017,16.0,0.0,0,89
ermir lenjani,2016,8.0,6.0,1,74
ermir lenjani,2017,0.0,0.0,0,1
eros pisano,2012,16.0,0.0,0,90
eros pisano,2013,24.0,0.0,1,66
eros pisano,2015,12.0,0.0,1,83
eros pisano,2016,28.0,0.0,4,132
erwin hoffer,2013,0.0,0.0,1,16
erwin koffi,2017,0.0,0.0,0,14
esmael,2012,4.0,0.0,1,28
esteban,2014,8.0,0.0,0,44
esteban cambiasso,2012,0.0,0.0,4,95
esteban cambiasso,2013,12.0,6.0,3,101
esteban cambiasso,2014,16.0,0.0,4,95
esteban cambiasso,2015,4.0,0.0,6,74
etienne capoue,2012,32.0,0.0,3,192
etienne capoue,2013,36.0,0.0,7,196
etienne capoue,2014,4.0,0.0,1,26
etienne capoue,2015,8.0,0.0,0,43
etienne capoue,2016,28.0,0.0,0,157
etienne capoue,2017,8.0,0.0,5,106
etienne didot,2012,12.0,0.0,1,115
etienne didot,2013,20.0,0.0,2,177
etienne didot,2014,28.0,0.0,1,120
etienne didot,2015,16.0,0.0,0,51
etienne didot,2016,4.0,0.0,0,75
etienne didot,2017,12.0,0.0,0,36
etrit berisha,2014,0.0,0.0,0,17
etrit berisha,2015,0.0,0.0,0,5
etrit berisha,2016,4.0,0.0,0,7
etrit berisha,2017,0.0,0.0,0,7
etxeita,2016,20.0,0.0,1,71
etxeita,2017,4.0,0.0,0,12
eugenio lamanna,2015,0.0,0.0,0,7
eugenio lamanna,2016,0.0,0.0,1,13
eugenio lamanna,2017,0.0,0.0,0,1
evandro,2017,0.0,0.0,0,8
ewandro,2017,0.0,0.0,0,2
ezekiel fryers,2014,0.0,0.0,0,10
ezekiel fryers,2017,0.0,0.0,0,6
ezequiel cirigliano,2014,8.0,0.0,0,21
ezequiel garay,2017,16.0,0.0,2,30
ezequiel lavezzi,2012,24.0,0.0,7,185
ezequiel lavezzi,2013,12.0,6.0,3,132
ezequiel lavezzi,2014,8.0,0.0,9,139
ezequiel lavezzi,2015,8.0,0.0,8,113
ezequiel lavezzi,2016,0.0,0.0,2,32
ezequiel ponce,2017,12.0,0.0,1,59
ezequiel rescaldani,2014,0.0,0.0,0,13
ezequiel rescaldani,2015,4.0,0.0,0,2
ezequiel schelotto,2012,24.0,0.0,2,137
ezequiel schelotto,2013,8.0,0.0,1,69
ezequiel schelotto,2014,12.0,0.0,5,74
ezequiel schelotto,2015,16.0,0.0,0,124
fabian delph,2014,20.0,0.0,4,119
fabian delph,2015,4.0,6.0,0,109
fabian delph,2016,0.0,0.0,2,30
fabian delph,2017,0.0,0.0,0,3
fabian frei,2016,4.0,0.0,0,40
fabian frei,2017,8.0,0.0,0,26
fabian giefer,2012,0.0,0.0,0,3
fabian giefer,2013,12.0,0.0,0,45
fabian giefer,2015,4.0,0.0,0,2
fabian holland,2012,0.0,0.0,0,10
fabian holland,2014,0.0,0.0,0,7
fabian holland,2016,16.0,0.0,0,61
fabian holland,2017,4.0,0.0,0,28
fabian johnson,2012,0.0,0.0,1,80
fabian johnson,2013,4.0,0.0,3,80
fabian johnson,2014,0.0,0.0,0,58
fabian johnson,2015,0.0,0.0,1,54
fabian johnson,2016,8.0,0.0,6,86
fabian johnson,2017,4.0,0.0,1,44
fabian lustenberger,2012,0.0,0.0,0,18
fabian lustenberger,2014,4.0,0.0,0,42
fabian lustenberger,2015,20.0,0.0,0,82
fabian lustenberger,2016,16.0,0.0,1,95
fabian lustenberger,2017,4.0,0.0,0,47
fabian reese,2017,0.0,0.0,0,5
fabien lemoine,2012,32.0,0.0,0,107
fabien lemoine,2013,16.0,6.0,1,103
fabien lemoine,2014,40.0,0.0,2,137
fabien lemoine,2015,28.0,0.0,2,127
fabien lemoine,2016,40.0,0.0,0,117
fabien lemoine,2017,0.0,0.0,0,12
fabinho,2014,36.0,0.0,0,270
fabinho,2015,48.0,0.0,3,396
fabinho,2016,96.0,0.0,15,513
fabinho,2017,60.0,0.0,15,264
fabio,2014,8.0,0.0,0,51
fabio,2017,12.0,0.0,0,34
fabio borini,2012,12.0,0.0,9,128
fabio borini,2014,24.0,0.0,7,172
fabio borini,2015,12.0,0.0,1,36
fabio borini,2016,24.0,0.0,5,128
fabio borini,2017,8.0,0.0,1,42
fabio pisacane,2017,12.0,0.0,0,39
fabio quagliarella,2012,16.0,0.0,4,103
fabio quagliarella,2013,0.0,0.0,9,132
fabio quagliarella,2014,4.0,0.0,1,46
fabio quagliarella,2015,12.0,0.0,13,280
fabio quagliarella,2016,4.0,0.0,8,225
fabio quagliarella,2017,0.0,0.0,4,124
fabricio,2012,12.0,0.0,0,16
fabricio,2013,0.0,0.0,0,2
fabricio,2015,8.0,0.0,0,33
fabricio coloccini,2014,8.0,0.0,0,36
fabricio coloccini,2015,12.0,6.0,1,53
fabricio coloccini,2016,4.0,6.0,2,53
fabrizio alastra,2016,0.0,0.0,0,3
fabrizio cacciatore,2014,24.0,0.0,4,94
fabrizio cacciatore,2015,8.0,0.0,0,27
fabrizio cacciatore,2016,24.0,0.0,1,72
fabrizio cacciatore,2017,16.0,6.0,1,51
fabrizio poli,2016,20.0,0.0,0,41
facundo roncaglia,2013,36.0,0.0,3,117
facundo roncaglia,2014,16.0,0.0,0,55
facundo roncaglia,2015,60.0,0.0,0,153
facundo roncaglia,2016,36.0,0.0,1,119
facundo roncaglia,2017,20.0,0.0,2,65
fahid ben khalfallah,2012,8.0,0.0,0,47
fahid ben khalfallah,2013,12.0,0.0,0,89
fahid ben khalfallah,2014,0.0,0.0,0,3
faitout maouassa,2017,0.0,0.0,0,7
faiz selemani,2017,8.0,0.0,0,7
falcao,2012,28.0,0.0,24,291
falcao,2013,28.0,0.0,28,279
falcao,2014,20.0,0.0,9,157
falcao,2015,8.0,0.0,6,110
falcao,2016,4.0,0.0,1,25
falcao,2017,8.0,0.0,12,64
fallou diagne,2012,8.0,6.0,1,42
fallou diagne,2013,12.0,6.0,1,87
fallou diagne,2014,8.0,6.0,0,23
fallou diagne,2015,4.0,6.0,1,45
fallou diagne,2016,24.0,0.0,6,90
fallou diagne,2017,4.0,0.0,0,11
famara diedhiou,2017,8.0,0.0,6,82
faouzi ghoulam,2012,12.0,0.0,0,114
faouzi ghoulam,2013,12.0,0.0,0,81
faouzi ghoulam,2014,12.0,6.0,1,119
faouzi ghoulam,2015,32.0,0.0,0,86
faouzi ghoulam,2016,12.0,0.0,0,104
faouzi ghoulam,2017,0.0,0.0,0,38
fatih atik,2014,12.0,0.0,2,98
fausto rossi,2014,40.0,0.0,1,157
fausto rossi,2015,20.0,0.0,0,75
fede,2014,16.0,0.0,0,137
fede,2015,0.0,0.0,1,6
fede vico,2015,8.0,0.0,1,29
federico agliardi,2012,0.0,0.0,0,7
federico agliardi,2013,8.0,0.0,0,29
federico agliardi,2015,0.0,0.0,0,12
federico andrada,2015,0.0,0.0,0,24
federico barba,2015,8.0,0.0,2,38
federico barba,2016,12.0,0.0,2,49
federico barba,2017,8.0,0.0,0,14
federico bernardeschi,2015,8.0,0.0,1,23
federico bernardeschi,2016,24.0,0.0,1,158
federico bernardeschi,2017,16.0,0.0,9,105
federico bonazzoli,2015,4.0,0.0,0,4
federico bonazzoli,2016,0.0,0.0,0,4
federico casarini,2012,4.0,0.0,0,33
federico casarini,2013,4.0,0.0,1,25
federico ceccherini,2014,20.0,0.0,1,129
federico ceccherini,2017,8.0,0.0,1,63
federico chiesa,2017,4.0,0.0,1,47
federico di francesco,2013,8.0,0.0,0,40
federico di francesco,2017,8.0,6.0,1,43
federico dimarco,2015,0.0,0.0,0,1
federico dimarco,2017,0.0,0.0,0,13
federico dionisi,2014,0.0,0.0,0,2
federico dionisi,2016,48.0,0.0,9,252
federico fazio,2012,32.0,0.0,2,101
federico fazio,2013,20.0,12.0,3,90
federico fazio,2014,32.0,0.0,2,87
federico fazio,2015,8.0,6.0,0,66
federico fazio,2016,8.0,0.0,0,10
federico fazio,2017,4.0,0.0,0,42
federico macheda,2013,0.0,0.0,0,14
federico marchetti,2012,4.0,0.0,0,25
federico marchetti,2013,8.0,0.0,0,28
federico marchetti,2014,4.0,0.0,0,14
federico marchetti,2015,24.0,12.0,0,25
federico marchetti,2016,0.0,0.0,0,22
federico marchetti,2017,0.0,0.0,0,2
federico mattiello,2015,0.0,0.0,0,11
federico mattiello,2016,0.0,0.0,0,6
federico melchiorri,2017,4.0,0.0,3,33
federico peluso,2012,28.0,0.0,1,141
federico peluso,2013,60.0,0.0,1,108
federico peluso,2014,8.0,0.0,1,22
federico peluso,2015,36.0,0.0,0,100
federico peluso,2016,44.0,0.0,1,144
federico peluso,2017,20.0,0.0,0,58
federico piovaccari,2015,24.0,12.0,5,135
federico ricca,2016,12.0,0.0,1,22
federico ricca,2017,16.0,0.0,0,50
federico ricci,2014,0.0,0.0,0,5
federico ricci,2017,12.0,0.0,2,64
federico viviani,2012,0.0,0.0,0,11
federico viviani,2016,20.0,0.0,2,87
federico viviani,2017,4.0,0.0,1,36
felipe,2012,24.0,0.0,0,48
felipe,2013,336.0,36.0,0,714
felipe,2014,120.0,36.0,0,414
felipe,2015,144.0,0.0,6,540
felipe,2016,288.0,36.0,12,594
felipe,2017,168.0,0.0,6,330
felipe anderson,2014,4.0,0.0,0,39
felipe anderson,2015,20.0,0.0,10,151
felipe anderson,2016,8.0,0.0,7,138
felipe anderson,2017,20.0,0.0,2,95
felipe caicedo,2015,4.0,0.0,8,117
felipe caicedo,2016,24.0,0.0,8,158
felipe caicedo,2017,8.0,0.0,1,47
felipe pardo,2017,4.0,0.0,0,5
felipe saad,2012,0.0,0.0,0,11
felipe saad,2013,12.0,0.0,0,26
felipe saad,2015,8.0,0.0,0,20
felipe seymour,2012,12.0,0.0,1,46
felipe seymour,2013,20.0,6.0,0,54
felix bastians,2012,4.0,0.0,1,83
felix klaus,2013,12.0,0.0,2,124
felix klaus,2014,20.0,0.0,5,112
felix klaus,2015,16.0,0.0,1,95
felix klaus,2016,0.0,0.0,1,51
felix kroos,2012,0.0,0.0,0,1
felix kroos,2013,12.0,0.0,0,23
felix kroos,2014,24.0,0.0,1,62
felix kroos,2015,16.0,0.0,0,69
felix kroos,2016,0.0,0.0,0,21
felix passlack,2016,0.0,0.0,0,2
felix passlack,2017,0.0,0.0,0,12
felix platte,2015,0.0,0.0,0,5
felix platte,2016,4.0,0.0,0,11
felix wiedwald,2014,0.0,0.0,0,1
felix wiedwald,2015,0.0,0.0,0,11
felix wiedwald,2016,16.0,0.0,0,33
felix wiedwald,2017,0.0,0.0,0,2
ferdinando coppola,2016,0.0,0.0,1,1
fernandinho,2014,24.0,0.0,5,99
fernandinho,2015,32.0,0.0,3,127
fernandinho,2016,32.0,0.0,2,127
fernandinho,2017,12.0,12.0,1,78
fernando,2015,72.0,0.0,6,198
fernando,2016,216.0,0.0,18,834
fernando,2017,36.0,0.0,0,72
fernando amorebieta,2012,52.0,0.0,3,118
fernando amorebieta,2013,24.0,0.0,0,56
fernando amorebieta,2014,20.0,6.0,2,74
fernando amorebieta,2017,44.0,0.0,0,75
fernando aristeguieta,2014,8.0,0.0,2,63
fernando aristeguieta,2015,0.0,6.0,0,16
fernando aristeguieta,2017,0.0,0.0,0,4
fernando belluschi,2012,0.0,6.0,1,45
fernando gago,2012,24.0,0.0,1,122
fernando gago,2013,12.0,0.0,0,49
fernando navarro,2012,104.0,0.0,0,308
fernando navarro,2013,96.0,0.0,0,246
fernando navarro,2014,40.0,0.0,0,132
fernando navarro,2015,24.0,0.0,0,124
fernando navarro,2016,40.0,0.0,0,210
fernando navarro,2017,8.0,0.0,0,58
fernando torres,2014,8.0,0.0,5,113
fernando torres,2015,16.0,0.0,5,112
fernando torres,2016,12.0,0.0,10,134
fernando torres,2017,4.0,0.0,2,38
fernando uribe,2012,4.0,0.0,1,7
fidel,2014,12.0,0.0,2,75
fidel,2015,4.0,0.0,0,54
fikayo tomori,2016,0.0,0.0,0,1
filip daems,2012,4.0,0.0,3,97
filip daems,2013,16.0,0.0,1,50
filip daems,2014,4.0,0.0,1,43
filip helander,2016,16.0,0.0,2,57
filip helander,2017,4.0,0.0,1,7
filipe augusto,2015,8.0,0.0,0,14
filippo costa,2016,0.0,0.0,0,2
filippo costa,2017,0.0,0.0,0,2
filippo falco,2016,4.0,0.0,0,16
filippo melegoni,2017,0.0,0.0,0,3
fin bartels,2015,20.0,0.0,4,128
fin bartels,2016,28.0,0.0,8,104
fin bartels,2017,4.0,0.0,3,55
flavien tait,2017,4.0,0.0,0,4
florent balmont,2012,16.0,0.0,2,171
florent balmont,2013,28.0,6.0,2,154
florent balmont,2014,28.0,6.0,0,152
florent balmont,2015,32.0,0.0,1,142
florent balmont,2016,20.0,0.0,0,115
florent balmont,2017,12.0,0.0,0,42
florent hadergjonaj,2017,8.0,0.0,0,30
florent mollet,2017,4.0,0.0,0,46
florentin pogba,2014,0.0,0.0,0,3
florentin pogba,2015,0.0,0.0,1,28
florentin pogba,2016,4.0,0.0,0,52
florentin pogba,2017,4.0,0.0,1,20
florian dick,2012,44.0,0.0,0,144
florian grillitsch,2016,8.0,0.0,1,99
florian grillitsch,2017,12.0,0.0,1,45
florian hartherz,2012,0.0,0.0,0,15
florian hartherz,2015,4.0,6.0,0,28
florian jungwirth,2016,16.0,0.0,0,64
florian jungwirth,2017,8.0,0.0,0,54
florian klein,2015,8.0,0.0,4,103
florian klein,2016,20.0,0.0,0,60
florian kohls,2016,0.0,0.0,0,1
florian lejeune,2013,16.0,6.0,0,37
florian lejeune,2017,12.0,0.0,0,34
florian marange,2012,0.0,0.0,0,3
florian marange,2013,8.0,0.0,0,45
florian marange,2014,8.0,0.0,1,51
florian marange,2015,8.0,0.0,0,46
florian marange,2016,20.0,0.0,0,58
florian marange,2017,12.0,6.0,0,28
florian niederlechner,2016,8.0,0.0,0,25
florian niederlechner,2017,12.0,0.0,5,109
florian raspentino,2013,12.0,0.0,4,73
florian raspentino,2014,4.0,0.0,5,68
florian raspentino,2015,4.0,0.0,1,40
florian raspentino,2016,8.0,0.0,1,32
florian raspentino,2017,0.0,0.0,0,2
florian thauvin,2013,12.0,6.0,10,143
florian thauvin,2014,8.0,0.0,8,154
florian thauvin,2015,12.0,0.0,5,174
florian thauvin,2016,4.0,6.0,2,72
florian thauvin,2017,0.0,0.0,6,106
florin andone,2015,20.0,0.0,6,141
florin andone,2017,8.0,0.0,7,150
formose mendy,2012,4.0,0.0,0,29
fouad chafik,2017,0.0,0.0,0,35
foued kadir,2012,16.0,0.0,4,179
foued kadir,2013,12.0,0.0,6,115
foued kadir,2014,4.0,0.0,6,118
foued kadir,2016,4.0,0.0,0,32
fraizer campbell,2014,12.0,0.0,4,154
fraizer campbell,2015,16.0,0.0,4,79
fraizer campbell,2016,4.0,0.0,0,21
fraizer campbell,2017,0.0,0.0,1,5
fran rico,2012,8.0,0.0,1,33
fran rico,2014,32.0,0.0,2,110
fran rico,2015,48.0,0.0,3,103
fran rico,2016,20.0,0.0,2,78
fran rico,2017,16.0,0.0,2,51
fran sol,2015,0.0,0.0,0,3
fran villalba,2016,4.0,0.0,0,3
francesco acerbi,2012,4.0,0.0,1,54
francesco acerbi,2013,8.0,0.0,0,39
francesco acerbi,2014,0.0,0.0,0,44
francesco acerbi,2015,36.0,0.0,3,112
francesco acerbi,2016,12.0,0.0,4,106
francesco acerbi,2017,8.0,0.0,3,55
francesco bardi,2014,16.0,0.0,1,50
francesco bardi,2015,0.0,0.0,0,8
francesco bardi,2016,4.0,0.0,0,4
francesco benussi,2012,0.0,0.0,0,5
francesco benussi,2013,0.0,0.0,0,4
francesco benussi,2015,4.0,0.0,0,18
francesco benussi,2016,0.0,0.0,0,2
francesco bolzoni,2012,8.0,0.0,0,38
francesco bolzoni,2013,8.0,0.0,0,54
francesco bolzoni,2015,12.0,0.0,0,32
francesco della rocca,2012,8.0,0.0,0,49
francesco della rocca,2013,24.0,0.0,0,63
francesco della rocca,2014,16.0,0.0,0,28
francesco della rocca,2015,4.0,0.0,0,9
francesco fedato,2014,0.0,0.0,0,22
francesco fedato,2015,0.0,0.0,0,4
francesco magnanelli,2014,40.0,0.0,0,153
francesco magnanelli,2015,44.0,0.0,1,184
francesco magnanelli,2016,28.0,0.0,1,197
francesco magnanelli,2017,8.0,0.0,0,59
francesco renzetti,2015,12.0,0.0,0,83
francesco totti,2012,28.0,0.0,8,195
francesco totti,2013,28.0,6.0,12,281
francesco totti,2014,8.0,0.0,8,147
francesco totti,2015,20.0,0.0,8,141
francesco totti,2016,12.0,0.0,5,39
francesco totti,2017,4.0,0.0,2,17
francesco zampano,2017,8.0,0.0,0,49
francis coquelin,2014,8.0,0.0,0,37
francis coquelin,2015,20.0,0.0,0,65
francis coquelin,2016,28.0,0.0,0,65
francis coquelin,2017,12.0,0.0,0,60
francisco portillo,2014,8.0,0.0,3,70
francisco portillo,2016,16.0,0.0,0,34
francisco silva,2013,12.0,6.0,1,85
francisco silva,2014,48.0,0.0,0,138
franck honorat,2014,0.0,0.0,0,9
franck honorat,2015,8.0,0.0,0,9
franck honorat,2016,4.0,0.0,0,10
